"HOUSEHOLD DATA
ANNUAL AVERAGES
11.  Employed persons by detailed occupation, sex, race, and Hispanic or Latino ethnicity",,,,,,
Highway maintenance workers,102,7.4,85.2,10.5,0.7,11.0
Rail-track laying and maintenance equipment operators,5,–,–,–,–,–
Septic tank servicers and sewer pipe cleaners,7,–,–,–,–,–
Miscellaneous construction and related workers,22,–,–,–,–,–
"Derrick, rotary drill, and service unit operators, oil and gas",22,–,–,–,–,–
"Excavating and loading machine and dragline operators, surface mining",5,–,–,–,–,–
"Earth drillers, except oil and gas",25,–,–,–,–,–
"Explosives workers, ordnance handling experts, and blasters",6,–,–,–,–,–
Underground mining machine operators,39,–,–,–,–,–
"Roustabouts, oil and gas",6,–,–,–,–,–
Other extraction workers,50,1.9,91.8,2.3,0.4,26.1
"Installation, maintenance, and repair occupations","4,602",4.1,84.0,9.1,3.1,20.8
"First-line supervisors of mechanics, installers, and repairers",226,9.3,85.7,7.2,2.5,12.4
"Computer, automated teller, and office machine repairers",190,10.5,80.5,5.5,9.1,19.9
Radio and telecommunications equipment installers and repairers,140,8.3,71.5,16.8,6.3,16.8
Avionics technicians,9,–,–,–,–,–
"Electric motor, power tool, and related repairers",19,–,–,–,–,–
"Electrical and electronics installers and repairers, transportation equipment",3,–,–,–,–,–
"Electrical and electronics repairers, industrial and utility",9,–,–,–,–,–
"Electronic equipment installers and repairers, motor vehicles",5,–,–,–,–,–
Audiovisual equipment installers and repairers,29,–,–,–,–,–
Security and fire alarm systems installers,63,0.0,77.4,9.6,3.2,34.4
Aircraft mechanics and service technicians,153,5.4,84.3,10.8,3.2,23.0
Automotive body and related repairers,121,1.0,87.4,7.3,2.2,27.9
Automotive glass installers and repairers,15,–,–,–,–,–
Automotive service technicians and mechanics,750,1.4,82.8,9.1,3.5,28.3
Bus and truck mechanics and diesel engine specialists,357,1.8,85.1,7.4,3.1,18.1
Heavy vehicle and mobile equipment service technicians and mechanics,191,0.8,93.7,3.7,0.8,19.1
Small engine mechanics,48,–,–,–,–,–
"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",84,1.2,89.8,7.1,2.1,27.7
Control and valve installers and repairers,28,–,–,–,–,–
"Heating, air conditioning, and refrigeration mechanics and installers",450,1.5,81.5,12.1,3.1,21.7
Home appliance repairers,38,–,–,–,–,–
Industrial and refractory machinery mechanics,399,5.2,86.1,9.5,2.5,14.5
"Maintenance and repair workers, general",584,4.3,83.9,10.7,1.8,20.6
"Maintenance workers, machinery",24,–,–,–,–,–
Millwrights,57,4.2,95.6,1.3,1.1,5.8
Electrical power-line installers and repairers,127,1.3,89.4,5.5,0.8,10.6
Telecommunications line installers and repairers,131,6.3,83.4,12.0,0.9,22.4
Precision instrument and equipment repairers,73,16.2,72.9,12.8,9.8,5.9
Wind turbine service technicians,5,–,–,–,–,–
"Coin, vending, and amusement machine servicers and repairers",29,–,–,–,–,–
Commercial divers,6,–,–,–,–,–
Locksmiths and safe repairers,28,–,–,–,–,–
Manufactured building and mobile home installers,5,–,–,–,–,–
Riggers,7,–,–,–,–,–
"Helpers--installation, maintenance, and repair workers",16,–,–,–,–,–
"Other installation, maintenance, and repair workers",183,5.5,84.2,8.5,3.0,30.4
,,,,,,
"Production, transportation, and material moving occupations","18,215",23.7,74.6,16.7,4.8,23.8
Production occupations,"7,590",28.3,77.8,13.1,5.6,23.6
First-line supervisors of production and operating workers,748,19.0,79.5,13.7,4.2,17.7
"Aircraft structure, surfaces, rigging, and systems assemblers",4,–,–,–,–,–
"Electrical, electronics, and electromechanical assemblers",91,42.2,59.5,12.4,18.0,17.2
Engine and other machine assemblers,7,–,–,–,–,–
Structural metal fabricators and fitters,21,–,–,–,–,–
Other assemblers and fabricators,872,32.7,69.0,18.7,8.1,20.7
Bakers,235,64.1,77.0,11.8,6.7,26.9
"Butchers and other meat, poultry, and fish processing workers",266,25.7,75.1,16.2,5.5,40.1
"Food and tobacco roasting, baking, and drying machine operators and tenders",10,–,–,–,–,–
Food batchmakers,94,56.8,86.9,7.2,2.8,27.6
Food cooking machine operators and tenders,13,–,–,–,–,–
"Food processing workers, all other",125,36.9,71.4,17.9,7.1,36.0
Computer numerically controlled tool operators and programmers,105,9.0,88.9,7.3,3.3,14.5
"Forming machine setters, operators, and tenders, metal and plastic",28,–,–,–,–,–
"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",72,15.0,78.0,18.7,2.7,22.8
"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",41,–,–,–,–,–
"Other machine tool setters, operators, and tenders, metal and plastic",7,–,–,–,–,–
Machinists,290,5.8,91.7,4.1,3.1,13.2
"Metal furnace operators, tenders, pourers, and casters",21,–,–,–,–,–
"Model makers and patternmakers, metal and plastic",8,–,–,–,–,–
"Molders and molding machine setters, operators, and tenders, metal and plastic",35,–,–,–,–,–
Tool and die makers,37,–,–,–,–,–
"Welding, soldering, and brazing workers",520,3.8,86.9,7.4,2.7,23.1
Other metal workers and plastic workers,341,22.2,75.2,16.7,4.6,26.0
Prepress technicians and workers,13,–,–,–,–,–
Printing press operators,128,19.7,83.7,7.3,5.8,18.4
Print binding and finishing workers,17,–,–,–,–,–
Laundry and dry-cleaning workers,120,71.5,58.0,25.6,10.0,26.7
"Pressers, textile, garment, and related materials",25,–,–,–,–,–
Sewing machine operators,131,66.7,73.5,12.6,10.8,36.9
Shoe and leather workers,12,–,–,–,–,–
"Tailors, dressmakers, and sewers",64,84.2,66.7,3.9,28.5,22.3
"Textile machine setters, operators, and tenders",16,–,–,–,–,–
Upholsterers,24,–,–,–,–,–
"Other textile, apparel, and furnishings workers",13,–,–,–,–,–
Cabinetmakers and bench carpenters,50,7.8,91.5,6.4,1.3,27.2
Furniture finishers,13,–,–,–,–,–
"Sawing machine setters, operators, and tenders, wood",28,–,–,–,–,–
"Woodworking machine setters, operators, and tenders, except sawing",13,–,–,–,–,–
Other woodworkers,23,–,–,–,–,–
"Power plant operators, distributors, and dispatchers",41,–,–,–,–,–
Stationary engineers and boiler operators,56,10.6,77.5,14.4,4.9,10.7
Water and wastewater treatment plant and system operators,112,11.0,88.9,8.4,0.9,8.6
Miscellaneous plant and system operators,43,–,–,–,–,–
"Chemical processing machine setters, operators, and tenders",49,–,–,–,–,–
"Crushing, grinding, polishing, mixing, and blending workers",79,19.9,81.6,16.3,1.1,19.2
Cutting workers,54,27.1,86.9,9.4,2.3,26.2
"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",23,–,–,–,–,–
"Furnace, kiln, oven, drier, and kettle operators and tenders",12,–,–,–,–,–
"Inspectors, testers, sorters, samplers, and weighers",751,38.7,77.2,11.4,7.6,20.6
Jewelers and precious stone and metal workers,48,–,–,–,–,–
Dental and ophthalmic laboratory technicians and medical appliance technicians,74,59.9,91.0,4.4,4.6,17.0
Packaging and filling machine operators and tenders,252,45.8,69.9,20.8,4.1,41.2
Painting workers,148,8.1,87.0,7.8,1.5,32.2
Photographic process workers and processing machine operators,10,–,–,–,–,–
Adhesive bonding machine operators and tenders,11,–,–,–,–,–
Etchers and engravers,5,–,–,–,–,–
"Molders, shapers, and casters, except metal and plastic",26,–,–,–,–,–
"Paper goods machine setters, operators, and tenders",22,–,–,–,–,–
Tire builders,2,–,–,–,–,–
Helpers--production workers,38,–,–,–,–,–
Other production equipment operators and tenders,8,–,–,–,–,–
Other production workers,"1,046",27.6,74.0,15.3,6.2,27.2
Transportation and material moving occupations,"10,625",20.5,72.3,19.4,4.2,23.9
Supervisors of transportation and material moving workers,265,23.5,73.8,14.8,5.7,23.2
Aircraft pilots and flight engineers,155,5.6,94.0,3.4,2.2,5.0
Air traffic controllers and airfield operations specialists,38,–,–,–,–,–
Flight attendants,81,79.7,65.0,19.3,10.6,10.3
"Ambulance drivers and attendants, except emergency medical technicians",10,–,–,–,–,–
"Bus drivers, school",201,58.5,73.0,21.5,1.9,7.9
"Bus drivers, transit and intercity",187,40.7,56.1,37.0,3.6,17.7
Driver/sales workers and truck drivers,"3,364",7.8,76.9,16.8,2.9,22.6
Shuttle drivers and chauffeurs,88,16.3,61.6,24.5,12.6,24.9
Taxi drivers,327,15.1,57.9,27.7,11.9,25.3
"Motor vehicle operators, all other",143,22.6,71.8,17.8,9.6,17.0
Locomotive engineers and operators,55,7.7,73.5,18.6,3.0,22.6
Railroad conductors and yardmasters,40,–,–,–,–,–
Other rail transportation workers,12,–,–,–,–,–
Sailors and marine oilers,19,–,–,–,–,–
Ship and boat captains and operators,31,–,–,–,–,–
Ship engineers,3,–,–,–,–,–
Parking attendants,53,19.3,59.7,34.0,3.7,30.2
Transportation service attendants,93,13.8,67.8,16.6,12.6,10.2
Transportation inspectors,35,–,–,–,–,–
Passenger attendants,21,–,–,–,–,–
Other transportation workers,25,–,–,–,–,–
Crane and tower operators,54,0.8,93.5,5.9,0.1,10.1
"Conveyor, dredge, and hoist and winch operators",30,–,–,–,–,–
Industrial truck and tractor operators,553,7.0,66.5,25.5,2.5,31.2
Cleaners of vehicles and equipment,344,19.2,73.9,19.2,3.7,34.6
"Laborers and freight, stock, and material movers, hand","1,995",20.5,72.2,18.6,4.0,28.0
Machine feeders and offbearers,11,–,–,–,–,–
"Packers and packagers, hand",640,51.4,63.0,25.9,8.0,32.5
Stockers and order fillers,"1,570",35.0,70.4,19.9,3.9,22.3
Pumping station operators,20,–,–,–,–,–
Refuse and recyclable material collectors,98,9.7,68.9,27.9,1.3,31.4
Other material moving workers,62,18.2,79.0,18.6,0.0,14.3
,,,,,,
"NOTE: Estimates for the above race groups (White, Black or African American, and Asian) do not sum to totals because data are not presented for all races. Persons whose ethnicity is identified as Hispanic or Latino may be of any race. Updated population controls are introduced annually with the release of January data. Effective with January 2020 data, occupations reflect the introduction of the 2018 Census occupational classification system, derived from the 2018 Standard Occupational Classification (SOC). No historical data have been revised. Data for 2020 are not strictly comparable with earlier years. Dash indicates no data or data that do not meet publication criteria (values not shown where base is less than 50,000).",,,,,,
